,name,rating,rating_top,ratings_count,reviews_count,suggestions_count,days,metacritic,added,genre,genres,Label
57,PlanetSide 2,3.0,3,411,411,593,3329,84,3593,Shooter,"0,1,0,1,0,0,0",3
62,Hitman 2: Silent Assassin,4.0,4,507,509,413,7033,87,3527,Action,"0,0,0,1,0,0,0",4
65,God of War III Remastered,4.0,4,879,886,612,2363,81,3479,Adventure,"0,0,1,1,0,0,0",4
66,Call of Duty: World at War,4.0,4,881,886,628,4799,83,3476,Shooter,"0,1,0,1,0,0,0",4
67,Never Alone,4.0,4,501,507,288,2601,70,3475,Casual,"0,0,1,0,0,0,0",4
70,Outland,3.0,3,301,303,417,3903,83,3471,Indie,"0,0,1,1,0,0,0",3
82,Marvel's Spider-Man - The Heist,4.0,4,26,26,320,1166,76,47,Adventure,"0,0,1,1,0,0,0",4
86,Dragon Age: Inquisition - Trespasser,4.0,5,21,21,283,2307,77,47,RPG,"0,0,0,0,1,0,0",4
87,Don't Starve: Shipwrecked,4.0,4,18,18,260,2223,81,46,Adventure,"0,0,1,1,0,0,0",4
89,Say No! More,4.0,5,12,12,164,267,67,46,Casual,"0,0,0,0,0,0,0",4
93,Shadow Fight 2,4.0,4,27,27,265,2938,55,45,Action,"0,0,0,1,1,0,0",3
99,Time Loader,4.0,4,8,9,302,60,79,44,Racing,"1,0,1,1,0,1,0",4
106,Strangeland,4.0,5,7,7,479,221,74,40,Adventure,"0,0,1,0,0,0,0",4
107,Pascal's Wager: Definitive Edition,4.0,3,6,6,659,296,64,40,Adventure,"0,0,1,1,1,0,0",3
115,The Coma: Cutting Class,4.0,4,6,6,242,2266,69,36,Indie,"0,0,1,0,0,0,0",3
117,Destiny: The Taken King,4.0,4,9,9,544,2300,88,35,Shooter,"0,1,0,1,1,0,0",4
127,Tahira: Echoes of the Astral Empire,3.0,4,6,7,381,1950,66,30,Indie,"0,0,1,0,1,0,1",3
131,Framed 2,4.0,4,10,10,146,1662,89,29,Adventure,"0,0,1,0,0,1,0",4
139,Junk Jack,4.0,5,6,6,233,3047,85,26,Educational,"0,0,1,1,0,0,0",4
145,Assassin’s Creed Odyssey – Legacy of the First Blade,4.0,4,13,13,437,1124,67,22,Adventure,"0,0,1,1,1,0,0",3
147,Guild Wars: Eye of the North,4.0,4,6,6,496,4103,79,20,Massively Multiplayer,"0,0,0,1,1,0,0",4
148,The Sims 3: Showtime,4.0,4,12,12,540,3588,67,20,Strategy,"0,0,0,0,0,0,1",3
149,DEAD RISING 2: CASE WEST,4.0,4,7,7,700,4024,74,19,Adventure,"0,0,1,1,0,0,0",4
154,Gears POP!,3.0,3,11,11,76,863,64,17,Strategy,"0,0,0,1,0,0,1",3
156,Mafia II DLC: Jimmy's Vendetta,2.0,1,8,8,0,4041,65,15,Shooter,"0,1,0,1,0,0,0",2
158,Minion Rush,4.0,4,8,8,281,3124,75,13,Casual,"0,0,0,0,0,0,0",4
160,Assassin's Creed Revelations,4.0,4,1027,1037,616,3700,80,3407,Adventure,"0,0,1,1,0,0,0",4
165,Renegade Ops,3.0,4,279,281,588,3763,76,3399,Shooter,"0,1,0,1,0,0,0",4
167,System Shock 2,4.0,5,343,348,417,8179,92,3392,Shooter,"0,1,0,1,1,0,0",4
170,Crash Bandicoot N. Sane Trilogy,4.0,4,458,467,530,1646,81,3369,Platformer,"0,0,0,1,0,0,0",4
171,Shadowrun: Dragonfall - Director's Cut,4.0,4,282,285,474,2663,87,3349,Indie,"0,0,1,0,1,0,1",4
175,The LEGO NINJAGO Movie Video Game,3.0,4,181,181,400,1562,70,3332,Adventure,"0,0,1,1,0,0,0",4
180,Gris,4.0,5,769,789,278,1115,82,3309,Indie,"0,0,1,0,0,1,0",4
191,F1 2015,3.0,3,225,225,404,2368,61,3233,Racing,"1,0,0,0,0,0,0",3
193,Injustice 2,4.0,4,763,771,405,1698,88,3229,Fighting,"0,0,0,0,0,0,0",4
197,Stellaris,4.0,4,503,513,386,2064,78,3192,Strategy,"0,0,0,0,0,0,1",4
198,Final Fantasy VII,4.0,5,781,786,354,9101,83,3187,Adventure,"0,0,1,1,1,0,0",4
204,Star Wars Jedi Knight: Jedi Academy,4.0,5,501,506,520,6682,81,3168,Shooter,"0,1,0,1,0,0,0",4
212,Alpha Protocol,4.0,4,379,380,621,4286,72,3117,Shooter,"0,1,0,1,1,0,0",4
220,Styx: Master of Shadows,3.0,3,335,337,695,2644,71,3039,Action,"0,0,0,1,1,0,0",3
235,Tropico 5,4.0,4,451,451,515,2781,75,2989,Strategy,"0,0,0,0,1,0,1",4
240,Dungeons 2,3.0,4,227,227,558,2445,70,2976,Strategy,"0,0,0,0,1,0,1",4
242,Hitman: Codename 47,4.0,4,450,453,468,7713,73,2974,Shooter,"0,1,0,1,0,0,0",4
245,Trove,3.0,3,341,342,409,2368,65,2948,Casual,"0,0,0,1,1,0,0",3
246,Bulletstorm,4.0,4,692,693,693,3966,83,2940,Shooter,"0,1,0,1,0,0,0",4
251,Need for Speed,3.0,3,644,648,388,2251,66,2907,Racing,"1,0,1,1,0,0,0",3
255,Risk of Rain,4.0,4,401,404,224,2977,77,2876,Platformer,"0,0,0,1,0,0,0",4
258,Overwatch,4.0,5,870,888,559,2048,91,2865,Casual,"0,1,0,1,0,0,0",4
261,Loadout,2.0,3,350,350,677,2913,72,2860,Indie,"0,0,0,1,0,0,0",3
272,Elite Dangerous,4.0,4,368,372,507,2466,80,2790,Adventure,"0,0,1,1,1,0,0",4
277,Dirty Bomb,3.0,3,313,314,680,2406,63,2769,Shooter,"0,1,0,1,0,0,0",3
282,Thief Gold,4.0,5,201,202,428,8100,92,2749,Action,"0,0,0,1,0,0,0",4
291,Call of Duty: Modern Warfare (2019),4.0,4,454,469,519,799,80,2725,Shooter,"0,1,0,1,0,0,0",4
294,Risen 2: Dark Waters,3.0,4,312,315,681,3540,69,2709,Action,"0,0,0,1,1,0,0",4
300,Anomaly: Warzone Earth,3.0,4,189,189,525,3922,80,2700,Strategy,"0,0,0,1,0,0,1",3
303,This is the Police,4.0,4,539,542,259,1979,66,2695,Indie,"0,0,1,0,0,0,1",4
304,The Evil Within 2,4.0,4,610,614,467,1543,82,2694,Shooter,"0,1,1,1,0,0,0",4
306,South Park: The Fractured But Whole,4.0,4,633,639,217,1737,80,2691,Adventure,"0,0,1,0,1,0,0",4
308,Tom Clancy's Splinter Cell: Conviction,4.0,4,538,539,574,4281,83,2687,Adventure,"0,0,1,1,0,0,0",4
309,Gears of War,4.0,4,682,686,663,5533,90,2685,Shooter,"0,1,0,1,0,0,0",4
313,Hellblade: Senua's Sacrifice VR Edition,4.0,5,194,195,508,1250,87,2671,Indie,"0,0,1,1,0,0,0",3
316,Cortex Command,3.0,1,217,217,464,3382,44,2652,Strategy,"0,0,0,1,0,0,1",2
317,Fable III,4.0,4,560,563,672,4086,78,2648,Action,"0,0,0,1,1,0,0",4
318,The Incredible Adventures of Van Helsing,3.0,4,260,260,658,3146,72,2645,Indie,"0,0,0,1,1,0,0",4
319,Aegis Defenders,3.0,3,76,77,300,1424,75,2627,Adventure,"0,0,1,1,1,0,1",3
321,My Friend Pedro,4.0,4,544,548,169,927,76,2619,Shooter,"0,1,1,1,0,0,0",4
322,Plague Inc: Evolved,4.0,4,457,461,298,2297,80,2611,Casual,"0,0,0,0,0,0,1",4
326,Dungeon Defenders,3.0,4,256,257,547,4034,81,2594,Strategy,"0,0,0,1,1,0,1",4
327,"Warhammer 40,000: Dawn of War II",4.0,4,307,310,741,4700,85,2581,Strategy,"0,0,0,0,1,0,1",4
337,SUPERHOT: MIND CONTROL DELETE,4.0,4,226,234,204,535,79,2558,Indie,"0,0,0,1,0,0,0",4
342,Fallout 76,3.0,1,471,478,398,1144,51,2537,Adventure,"0,0,1,1,1,0,0",2
351,Tom Clancy’s The Division 2,4.0,4,633,639,642,1023,83,2503,Shooter,"0,1,1,1,1,0,0",4
352,Star Wars: Republic Commando,4.0,4,389,395,643,6150,78,2503,Shooter,"0,1,0,1,0,0,0",4
353,Condemned: Criminal Origins,4.0,4,341,341,226,5891,80,2498,Action,"0,0,0,1,0,0,0",4
356,Prince of Persia: The Sands of Time,4.0,4,700,707,594,6640,89,2487,Adventure,"0,0,1,1,0,0,0",4
361,Divinity II: Developer's Cut,4.0,4,187,188,735,3351,77,2470,Action,"0,0,0,1,1,0,0",3
368,Far Cry,4.0,4,616,623,540,6494,89,2449,Shooter,"0,1,0,1,0,0,0",4
372,Kane and Lynch: Dead Men,4.0,4,369,372,512,5163,67,2446,Shooter,"0,1,0,1,0,0,0",4
375,Killzone Shadow Fall,3.0,3,469,471,460,2969,73,2424,Shooter,"0,1,0,0,0,0,0",3
384,Command & Conquer: Red Alert 3 - Uprising,4.0,4,188,188,679,4678,64,2384,Strategy,"0,0,0,0,0,0,1",4
386,Endless Legend,4.0,4,310,311,432,2662,82,2381,Strategy,"0,0,0,0,1,0,1",4
389,DiRT 3,4.0,4,334,335,464,3875,87,2373,Racing,"1,0,0,0,0,0,0",4
392,>observer_,4.0,4,375,381,517,1601,77,2365,Indie,"0,0,1,0,0,0,0",4
393,F1 2018,4.0,4,151,151,182,1227,84,2364,Racing,"1,0,0,1,0,0,0",3
402,ENSLAVED: Odyssey to the West Premium Edition,4.0,4,308,309,613,2991,70,2333,Adventure,"0,0,1,1,0,0,0",4
426,Thief 3: Deadly Shadows,4.0,4,189,189,404,6431,85,2258,Action,"0,0,0,1,0,0,0",3
429,Tell Me Why,3.0,4,153,156,639,492,76,2251,Adventure,"0,0,1,0,0,0,0",3
430,Dear Esther,4.0,4,303,304,296,3609,75,2249,Casual,"0,0,1,0,0,0,0",4
433,Dungeon of the Endless,4.0,4,219,220,421,2623,79,2234,Indie,"0,0,1,0,1,0,1",4
434,Ashes of the Singularity: Escalation,2.0,1,46,46,505,1879,81,2229,Strategy,"0,0,0,0,1,0,1",2
447,Risk of Rain 2,4.0,4,408,415,428,1010,85,2188,Shooter,"0,1,0,1,0,0,0",4
452,Absolver,3.0,3,346,349,457,1587,72,2173,Indie,"0,0,1,1,0,0,0",3
453,Rage 2,3.0,3,544,558,547,963,71,2173,Racing,"1,1,0,1,0,0,0",3
457,Just Cause 4,3.0,3,371,374,540,1124,68,2166,Adventure,"0,0,1,1,0,0,0",3
458,Two Worlds II,3.0,3,207,208,684,4071,76,2165,RPG,"0,0,0,0,1,0,0",3
463,Resident Evil 0 / biohazard 0 HD REMASTER,4.0,4,311,313,589,2174,69,2154,Adventure,"0,0,1,1,0,0,0",4
473,The Turing Test,4.0,4,273,278,226,1950,74,2119,Adventure,"0,0,1,0,0,0,0",4
475,Downwell,4.0,4,408,411,121,2271,81,2114,Adventure,"0,0,1,1,0,0,0",4
481,The Bridge,3.0,4,223,224,390,3235,74,2098,Casual,"0,0,0,0,0,1,1",4
483,Defiance,2.0,1,190,190,710,3196,64,2093,Shooter,"0,1,0,1,1,0,0",2
485,Tomb Raider: Definitive Edition,4.0,4,206,207,660,2892,86,2091,Adventure,"0,0,1,1,0,0,0",4
491,Portal Knights,3.0,3,304,305,412,2137,72,2073,Adventure,"0,0,1,1,1,0,0",3
493,Dragon Age 2,4.0,4,638,648,597,3952,81,2064,Adventure,"0,0,1,1,1,0,0",4
496,Northgard,4.0,4,357,360,433,1397,79,2063,Adventure,"0,0,1,0,1,0,1",4
498,Apotheon,3.0,4,290,290,361,2525,78,2050,Indie,"0,0,1,1,1,0,0",4
499,Back to the Future: The Game,3.0,4,216,218,502,4029,74,2048,Adventure,"0,0,1,1,0,1,0",4
500,Slime Rancher,4.0,4,365,373,425,2179,81,2047,Indie,"0,0,1,1,0,0,0",4
501,Lovers in a Dangerous Spacetime,4.0,4,337,340,357,2307,80,2045,Shooter,"0,1,0,1,0,0,0",4
517,Sonic Adventure 2,4.0,4,298,301,429,7502,89,2011,Platformer,"0,0,1,1,0,0,0",4
519,Cyberpunk 2077,4.0,5,1364,1422,611,387,68,8246,Adventure,"0,0,1,1,1,0,0",4
528,Marvel's Spider-Man,4.0,5,2757,2817,561,1212,87,7913,Adventure,"0,0,1,1,0,0,0",4
531,Far Cry 3,4.0,4,2158,2179,647,3321,88,7817,Shooter,"0,1,0,1,0,0,0",4
534,L.A. Noire,4.0,4,1674,1689,440,3882,83,7648,Adventure,"0,0,1,1,0,1,0",4
537,Little Nightmares,4.0,4,990,1008,335,1710,81,7628,Platformer,"0,0,0,1,0,0,0",4
548,Path of Exile,4.0,4,1233,1241,598,2992,86,7311,Indie,"0,0,0,1,1,0,0",4
555,Dishonored,4.0,5,2025,2044,679,3385,91,7113,Shooter,"0,1,1,1,1,0,0",4
562,Night in the Woods,4.0,5,507,519,230,1775,88,1997,Adventure,"0,0,1,0,0,0,0",4
566,Crysis 2,4.0,4,538,538,610,3938,85,1991,Shooter,"0,1,0,1,0,0,0",4
569,Baldur's Gate: Enhanced Edition,4.0,4,228,231,536,3321,78,1983,Strategy,"0,0,0,0,1,0,1",4
570,Reus,3.0,3,192,194,291,3153,75,1978,Strategy,"0,0,0,0,0,0,1",3
571,The Crew,3.0,3,365,367,531,2588,71,1978,Racing,"1,0,1,0,0,0,0",3
580,Aliens vs. Predator,4.0,4,339,343,669,4337,68,1964,Shooter,"0,1,0,1,0,0,0",4
583,Thief II: The Metal Age,4.0,5,140,140,428,7977,87,1958,Action,"0,0,0,1,0,0,0",4
584,We Were Here,4.0,4,273,275,263,1793,63,1958,Adventure,"0,0,1,1,0,1,0",4
592,Project CARS,4.0,4,219,219,411,2432,83,1952,Racing,"1,0,0,0,0,0,0",4
602,Kathy Rain,3.0,4,121,122,354,2067,77,1937,Indie,"0,0,1,0,0,1,0",4
604,Rome: Total War - Collection,4.0,4,194,194,502,5240,92,1932,Strategy,"0,0,0,0,0,0,1",4
608,Streets of Rage 4,4.0,4,333,341,483,611,84,1918,Indie,"0,0,0,1,0,0,0",4
627,Plants vs. Zombies,4.0,4,587,590,242,4624,88,1872,Strategy,"0,0,0,1,0,1,1",4
628,DOOM 3,4.0,4,450,454,546,6360,87,1869,Shooter,"0,1,0,1,0,0,0",4
640,Anthem,3.0,3,429,435,644,1044,56,1835,Shooter,"0,1,1,1,1,0,0",3
643,Teslagrad,3.0,4,185,186,413,2942,77,1827,Adventure,"0,0,1,1,0,1,0",4
655,Lethal League,4.0,4,152,152,412,2684,82,1806,Indie,"0,0,0,1,0,0,0",4
659,Contrast,3.0,4,255,255,580,2969,62,1799,Indie,"0,0,1,1,0,1,0",4
668,FIFA 20,3.0,4,358,363,429,827,68,1783,Sports,"0,0,0,0,0,0,0",4
669,Puzzle Agent 2,3.0,4,95,96,233,3839,63,1782,Casual,"0,0,1,0,0,1,0",3
680,Wreckfest,4.0,4,225,227,324,1297,81,1761,Racing,"1,0,0,1,0,0,0",4
688,The Escapists,3.0,4,208,209,275,2515,71,1754,Adventure,"0,0,1,1,1,1,1",4
689,Divide By Sheep,2.0,1,124,124,218,2375,83,1752,Educational,"0,0,1,0,0,1,0",2
693,Poker Night 2,4.0,4,192,193,316,3174,75,1738,Casual,"0,0,0,0,0,0,0",4
696,Back to Bed,3.0,3,146,147,193,2705,57,1724,Adventure,"0,0,1,1,0,1,1",3
707,Forza Horizon 3,4.0,5,511,514,456,1922,88,1709,Racing,"1,0,0,0,0,0,0",4
711,Sid Meier's Pirates!,4.0,4,210,211,528,6249,88,1704,Educational,"0,0,1,1,1,0,1",4
715,Prince of Persia: The Forgotten Sands,4.0,4,342,342,711,4246,75,1699,Adventure,"0,0,1,1,0,0,0",4
720,Baldur's Gate II: Enhanced Edition,4.0,5,181,183,816,2969,78,1692,Strategy,"0,0,0,0,1,0,1",4
721,Final Fantasy IX,4.0,5,453,458,493,7848,84,1690,Adventure,"0,0,1,0,1,0,0",4
728,Lost Planet 3,3.0,3,145,146,613,3050,60,1678,Shooter,"0,1,0,1,0,0,0",3
729,The Escapists 2,4.0,4,173,175,356,1594,74,1675,Strategy,"0,0,0,0,0,0,1",4
740,The Walking Dead: A New Frontier,4.0,4,450,453,606,1839,71,1648,Adventure,"0,0,1,1,0,0,0",4
750,NightSky,3.0,3,87,87,176,4013,78,1628,Action,"0,0,0,1,0,1,1",3
755,Command & Conquer: Red Alert 3,4.0,4,268,270,561,5114,82,1622,Strategy,"0,0,0,0,0,0,1",4
756,Old Man's Journey,4.0,4,202,210,401,1690,77,1622,Adventure,"0,0,1,1,0,1,0",4
762,State of Decay: YOSE,4.0,4,177,178,523,2441,79,1616,Shooter,"0,1,0,1,1,0,0",4
764,Cities in Motion 2,3.0,3,79,80,396,3196,72,1614,Strategy,"0,0,0,0,0,0,1",3
765,X-Blades,3.0,3,124,124,673,4712,54,1612,Adventure,"0,0,1,1,1,0,0",3
772,Operation Flashpoint: Red River,3.0,3,70,70,531,3910,67,1602,Shooter,"0,1,0,1,0,0,1",3
776,Tom Clancy's Rainbow Six Vegas 2,4.0,4,251,252,566,5008,78,1596,Shooter,"0,1,0,1,0,0,1",4
781,Armello,4.0,4,174,177,478,2314,75,1592,Adventure,"0,0,1,0,1,0,1",4
782,Memoria,3.0,4,94,94,605,3046,79,1592,Indie,"0,0,1,1,1,0,0",4
783,Quake III Arena,4.0,5,402,402,414,8066,69,1591,Shooter,"0,1,0,1,0,0,0",4
789,Rusty Lake Hotel,4.0,4,101,102,205,2210,65,1582,Indie,"0,0,1,0,0,1,0",4
797,Dreamfall Chapters,4.0,4,197,203,596,2630,71,1576,Indie,"0,0,1,1,0,0,0",4
798,Capsized,3.0,3,95,95,423,3901,80,1574,Indie,"0,0,1,1,0,0,0",3
799,Wolfenstein: Youngblood,3.0,3,304,313,164,890,66,1573,Shooter,"0,1,0,1,0,0,0",3
802,Legacy of Kain: Soul Reaver 2,4.0,4,125,126,591,7369,77,1565,Platformer,"0,0,1,1,0,0,0",4
804,Gods Will Be Watching,4.0,4,129,132,251,2719,64,1562,Indie,"0,0,1,1,0,0,0",4
816,Grand Theft Auto 2,4.0,4,341,341,340,8107,70,1541,Adventure,"0,0,1,1,0,0,0",4
832,Homefront: The Revolution,3.0,3,270,270,664,2055,54,1524,Shooter,"0,1,1,1,0,0,0",3
836,The Dream Machine: Chapter 1 & 2,3.0,4,33,33,369,3522,75,1519,Casual,"0,0,1,0,0,0,0",3
838,Friday the 13th: The Game,3.0,3,221,223,454,1682,61,1519,Adventure,"0,0,1,1,0,0,0",3
840,Star Wars: The Old Republic,4.0,4,165,167,606,3665,85,1517,Massively Multiplayer,"0,0,0,0,1,0,0",4
841,The Vanishing of Ethan Carter Redux,4.0,4,39,39,320,2362,82,1513,Indie,"0,0,1,0,0,0,0",4
843,Orcs Must Die! Unchained,3.0,3,186,186,547,2104,87,1510,Strategy,"0,0,0,1,0,0,1",3
846,DiRT 4,4.0,4,210,211,224,1670,78,1504,Racing,"1,0,0,0,0,0,0",4
849,Homeworld Remastered Collection,4.0,4,141,142,409,2503,86,1499,Strategy,"0,0,0,0,0,0,1",4
852,Painkiller Hell & Damnation,4.0,4,148,149,749,3349,64,1493,Shooter,"0,1,0,1,0,0,0",4
861,Legacy of Kain: Defiance,4.0,4,115,118,607,6592,70,1482,Platformer,"0,0,1,1,0,0,0",4
862,Hellpoint,3.0,3,23,26,468,520,64,1479,Indie,"0,0,1,1,1,0,0",3
866,FINAL FANTASY VIII,4.0,5,340,342,396,8391,90,1475,RPG,"0,0,0,0,1,0,0",4
872,Ken Follett's The Pillars of the Earth,4.0,4,84,86,525,1600,79,1469,Adventure,"0,0,1,0,0,1,0",4
883,A Virus Named TOM,2.0,3,65,65,299,3440,65,1453,Action,"0,0,0,1,0,1,1",3
895,Tales of Zestiria,4.0,4,195,198,587,2536,77,1434,RPG,"0,0,0,0,1,0,0",4
897,CAYNE,3.0,1,88,89,320,1804,75,1429,Casual,"0,0,1,0,0,0,0",2
904,LEGO Harry Potter: Years 5-7,4.0,4,198,198,613,3704,80,1413,Family,"0,0,1,1,0,0,0",4
905,Need for Speed: Shift,4.0,4,302,302,344,4491,83,1413,Racing,"1,0,0,1,0,0,0",4
913,Vessel,3.0,3,78,78,532,3593,81,1394,Strategy,"0,0,0,1,0,1,1",3
914,DRAGON QUEST XI: Echoes of an Elusive Age,4.0,5,317,320,425,1617,91,1393,RPG,"0,0,0,0,1,0,0",4
917,Twelve Minutes,4.0,4,275,286,215,135,74,1389,Indie,"0,0,1,1,0,0,0",4
925,Alienation,3.0,4,254,254,256,2076,79,1377,Shooter,"0,1,0,1,0,0,0",4
926,Tesla Effect: A Tex Murphy Adventure,3.0,3,55,55,474,2811,68,1376,Indie,"0,0,1,0,0,0,0",3
927,Crash Team Racing Nitro-Fueled,4.0,4,275,280,285,925,82,1375,Racing,"1,0,0,1,0,0,0",4
933,The Incredible Adventures of Van Helsing II,4.0,4,91,91,670,2781,77,1371,Indie,"0,0,1,1,1,0,0",4
938,Ultra Street Fighter IV,4.0,4,153,155,557,2769,84,1368,Action,"0,0,0,1,0,0,0",4
943,Serious Sam: The Random Encounter,3.0,3,77,77,198,3722,64,1357,Indie,"0,0,0,1,1,0,0",3
954,LEGO Star Wars: The Force Awakens,4.0,4,225,230,382,2014,74,1340,Adventure,"0,0,1,1,0,1,0",4
957,Half-Life 2: Update,4.0,5,82,82,527,2472,96,1336,Shooter,"0,1,0,0,0,0,0",4
960,Bastion,4.0,4,1411,1428,535,3818,86,6992,Indie,"0,0,1,1,1,0,0",4
974,Control,4.0,4,1284,1318,370,858,84,6541,Shooter,"0,1,1,1,0,0,0",4
976,Monster Hunter: World,4.0,5,1313,1330,585,1436,89,6475,Adventure,"0,0,1,1,1,0,0",4
981,SEGA Mega Drive and Genesis Classics,3.0,4,465,466,378,4232,76,6427,Adventure,"0,0,1,1,1,0,0",4
986,Transistor,4.0,5,1255,1264,487,2783,83,6346,Indie,"0,0,0,1,1,0,0",4
989,Mafia II,4.0,4,1641,1647,588,4148,77,6307,Adventure,"0,0,1,1,0,0,0",4
990,Darksiders,4.0,4,993,995,678,4357,83,6275,Action,"0,0,0,1,0,0,0",4
995,Assassin's Creed II,4.0,5,2126,2138,625,4428,89,6184,Action,"0,0,0,1,0,0,0",4
997,Batman: Arkham Asylum Game of the Year Edition,4.0,5,1288,1290,526,4299,91,6150,Platformer,"0,0,1,1,0,0,0",4
1022,Diablo III: Eternal Collection,4.0,4,213,213,617,1649,88,1306,Action,"0,0,0,1,0,0,0",4
1026,Phantom Doctrine,3.0,4,79,79,253,1237,71,1299,Strategy,"0,0,0,1,1,0,1",3
1034,Beatbuddy: Tale of the Guardians,3.0,3,53,53,476,3071,75,1292,Adventure,"0,0,1,1,0,1,0",3
1036,The Sexy Brutale,4.0,4,124,126,272,1737,83,1291,Indie,"0,0,1,0,0,0,0",4
1037,Microsoft Flight Simulator 2020,4.0,5,157,160,365,501,90,1291,Simulation,"0,0,0,0,0,0,0",4
1039,Mother Russia Bleeds,4.0,4,198,200,561,1945,70,1290,Indie,"0,0,0,1,0,0,0",4
1046,Marvel's Guardians of the Galaxy,4.0,5,136,139,745,67,75,1281,Shooter,"0,1,1,1,0,0,0",4
1048,Sundered,3.0,4,115,117,343,1619,76,1279,Indie,"0,0,1,1,0,0,0",4
1049,The Surge 2,4.0,4,107,110,300,830,76,1278,Adventure,"0,0,1,1,1,0,0",4
1051,FlatOut: Ultimate Carnage,4.0,4,157,157,521,4922,79,1275,Racing,"1,0,0,0,0,0,0",4
1053,Dead Rising 2: Off the Record,4.0,4,132,133,536,3916,66,1275,Adventure,"0,0,1,1,0,0,0",4
1066,Aquaria,4.0,4,69,72,373,5140,82,1267,Indie,"0,0,1,1,0,0,0",4
1069,Unreal Tournament: Game of the Year Edition,4.0,5,179,179,604,7738,92,1265,Shooter,"0,1,0,1,0,0,0",4
1072,The Jackbox Party Pack 2,4.0,4,174,176,153,2272,76,1262,Casual,"0,0,0,0,0,0,1",4
1081,LEGO Worlds,3.0,3,172,174,188,1761,69,1251,Adventure,"0,0,1,0,0,0,0",3
1083,Gears Tactics,4.0,4,139,144,702,613,81,1251,Strategy,"0,0,0,0,0,0,1",4
1088,LISA,4.0,5,163,166,212,2575,78,1244,Indie,"0,0,1,0,1,0,0",4
1099,Morphopolis,3.0,3,86,86,356,2977,74,1233,Racing,"1,0,1,1,1,1,1",3
1100,Gratuitous Space Battles,3.0,3,38,38,473,4441,72,1233,Strategy,"0,0,0,0,0,0,1",3
1109,Crusader Kings III,4.0,5,206,210,229,487,91,1216,Strategy,"0,0,0,0,1,0,1",4
1125,Supraland,4.0,4,108,109,351,1002,84,1199,Indie,"0,0,1,1,0,1,0",4
1130,Arcanum: Of Steamworks and Magick Obscura,4.0,5,266,269,407,7438,81,1192,RPG,"0,0,0,0,1,0,0",4
1132,The Walking Dead: The Final Season,4.0,4,299,305,429,1237,78,1189,Adventure,"0,0,1,1,0,0,0",4
1134,Little Nightmares II,4.0,5,213,224,378,325,82,1186,Platformer,"0,0,1,1,0,0,0",4
1140,Hatoful Boyfriend,3.0,4,166,168,305,2677,68,1178,Adventure,"0,0,1,0,0,0,0",4
1146,Jazzpunk,4.0,4,182,183,483,2886,75,1173,Indie,"0,1,1,1,0,0,0",4
1156,Worms Rumble,3.0,3,55,57,837,396,67,1164,Shooter,"0,1,0,1,0,0,1",3
1160,Danganronpa 2: Goodbye Despair,4.0,5,226,228,414,3446,84,1161,Casual,"0,0,1,0,0,0,0",4
1163,Rise of the Argonauts,3.0,3,78,80,650,4768,59,1160,Action,"0,0,0,1,1,0,0",3
1175,Always Sometimes Monsters,3.0,3,67,67,218,2783,73,1147,Indie,"0,0,1,0,1,0,0",3
1178,Shovel Knight: Treasure Trove,4.0,5,280,288,383,2747,91,1142,Platformer,"0,0,1,1,0,0,0",4
