,name,rating,rating_top,ratings_count,reviews_count,suggestions_count,days,metacritic,added,genre,genres,Label
87,Steep,4.0,4,735,737,280,1856,72,3172,Action,"0,0,0,1,0",Action
89,Mortal Kombat Komplete Edition,4.0,4,719,725,419,3104,82,3163,Arcade,"0,0,0,0,0",Casual
93,Day of Defeat,3.0,3,226,227,283,6820,79,3125,Action,"0,0,0,1,0",Action
96,Crash Bandicoot N. Sane Trilogy,4.0,4,448,456,533,1646,81,3117,Platformer,"0,0,0,1,0",Action
99,Injustice 2,4.0,4,748,756,404,1698,88,3109,Fighting,"0,0,0,0,0",Strategy
101,Furi,4.0,4,581,588,438,2007,76,3097,Arcade,"0,0,0,1,0",Action
105,SteamWorld Dig,4.0,4,481,485,449,3068,76,3085,Adventure,"0,0,1,1,0",Adventure
106,Alpha Protocol,4.0,4,376,377,618,4286,72,3074,Shooter,"0,1,0,1,1",Shooter
107,Surgeon Simulator,4.0,4,430,431,316,3180,71,3045,Educational,"0,0,0,1,0",Platformer
110,Evolve Stage 2,2.0,3,358,358,674,2517,77,3026,Action,"0,0,0,1,0",Action
115,Race The Sun,3.0,4,363,364,203,3059,79,2985,Racing,"1,0,0,1,0",Racing
117,Dead Rising 2,4.0,4,456,458,317,4141,78,2981,Action,"0,0,0,1,0",Platformer
127,Outlast 2,4.0,4,470,472,313,1713,76,2937,Indie,"0,0,1,1,0",Indie
131,SpaceChem,3.0,4,200,200,367,4018,84,2914,Strategy,"0,0,0,0,0",Strategy
133,Serious Sam: The First Encounter,4.0,4,430,432,422,7591,87,2908,Shooter,"0,1,0,1,0",Shooter
136,The Sims 4,4.0,4,703,711,446,2678,67,2892,Casual,"0,0,0,0,0",Casual
139,Resident Evil 3,4.0,4,476,492,471,639,80,2870,Shooter,"0,1,1,1,0",Shooter
140,Rayman Origins,4.0,4,604,612,517,3700,86,2867,Family,"0,0,0,1,0",Action
144,Need For Speed: Hot Pursuit,4.0,4,574,575,308,4064,86,2839,Racing,"1,0,0,0,0",Racing
145,Risk of Rain,4.0,4,400,403,223,2977,77,2832,Platformer,"0,0,0,1,0",Platformer
147,Tropico 3,3.0,4,217,217,504,4456,79,2812,Strategy,"0,0,0,0,0",Strategy
148,LEGO Marvel Super Heroes,4.0,4,498,501,518,2993,78,2811,Family,"0,0,1,1,0",Adventure
149,The Surge,3.0,3,475,480,615,1692,72,2808,Action,"0,0,0,1,1",Action
154,TEKKEN 7,4.0,4,558,564,634,2481,82,2790,Action,"0,0,0,1,0",Action
156,ARK: Survival Evolved,3.0,3,380,383,596,2405,70,2772,Adventure,"0,0,1,1,1",Adventure
158,Darksiders III,3.0,4,420,428,379,1131,66,2767,Adventure,"0,0,1,1,1",Adventure
160,Vanquish,4.0,4,468,472,658,4092,79,2741,Shooter,"0,1,0,1,0",Shooter
165,TERA,3.0,3,390,391,326,1796,77,2729,Massively Multiplayer,"0,0,0,1,1",Action
167,Dirty Bomb,3.0,3,311,312,677,2406,63,2725,Shooter,"0,1,0,1,0",Shooter
170,Plants vs. Zombies GOTY Edition,4.0,4,511,514,269,4162,87,2706,Strategy,"0,0,0,0,0",Strategy
171,Call of Duty: Advanced Warfare,3.0,4,638,641,632,2616,78,2704,Shooter,"0,1,0,1,0",Shooter
175,Company of Heroes: Tales of Valor,3.0,4,168,168,564,4652,70,2689,Strategy,"0,0,0,0,0",Strategy
180,RUINER,4.0,4,479,488,492,1558,78,2665,Shooter,"0,1,0,1,0",Shooter
183,AudioSurf,4.0,4,465,467,283,5069,85,2661,Indie,"0,0,0,0,0",Strategy
191,Need for Speed Payback,3.0,3,522,530,434,1516,61,2636,Racing,"1,0,0,0,0",Racing
192,Kane & Lynch 2: Dog Days,3.0,4,389,391,567,4155,66,2632,Shooter,"0,1,0,1,0",Shooter
193,South Park: The Fractured But Whole,4.0,4,622,628,212,1737,80,2629,Adventure,"0,0,1,0,1",Indie
197,The Evil Within 2,4.0,4,601,605,468,1543,82,2610,Shooter,"0,1,1,1,0",Shooter
198,Hellblade: Senua's Sacrifice VR Edition,4.0,4,190,191,513,1250,87,2608,Indie,"0,0,1,1,0",Adventure
204,STAR WARS: The Force Unleashed II,4.0,4,415,415,660,4086,59,2578,Adventure,"0,0,1,1,0",Adventure
205,Aegis Defenders,3.0,3,73,74,297,1424,76,2575,Adventure,"0,0,1,1,1",Adventure
210,Plague Inc: Evolved,4.0,4,444,448,301,2297,80,2561,Casual,"0,0,0,0,0",Strategy
212,"Warhammer 40,000: Dawn of War II",4.0,4,303,306,744,4700,85,2542,Strategy,"0,0,0,0,1",Strategy
215,Need for Speed Rivals,3.0,3,521,523,404,2969,77,2537,Racing,"1,0,0,1,0",Racing
220,Duke Nukem Forever,3.0,3,434,436,657,3859,54,2502,Shooter,"0,1,0,1,0",Shooter
229,Star Wars: Republic Commando,4.0,4,383,389,643,6150,78,2467,Shooter,"0,1,0,1,0",Shooter
231,How to Survive,3.0,3,304,305,582,2992,60,2457,Adventure,"0,0,1,1,1",Adventure
235,Fallout 76,3.0,1,462,469,399,1144,51,2451,Adventure,"0,0,1,1,1",Adventure
240,Serious Sam 2,4.0,4,339,342,595,5926,74,2423,Indie,"0,0,0,1,0",Action
242,Gothic 3,4.0,4,370,370,475,5560,63,2421,Adventure,"0,0,1,1,1",Adventure
245,OKAMI HD / 大神 絶景版,4.0,5,300,304,486,1481,92,2410,Adventure,"0,0,1,1,0",Adventure
246,DiRT Rally 2.0,4.0,4,217,218,331,1040,83,2410,Racing,"1,0,0,0,0",Racing
251,Grow Home,4.0,4,333,335,330,2888,75,2388,Casual,"0,0,1,0,0",Indie
255,Skullgirls,4.0,4,258,262,442,3609,83,2361,Adventure,"0,0,1,1,1",Adventure
258,Command & Conquer: Red Alert 3 - Uprising,4.0,4,185,185,670,4678,64,2353,Strategy,"0,0,0,0,0",Strategy
261,Fahrenheit: Indigo Prophecy Remastered,4.0,5,402,403,487,2530,68,2339,Adventure,"0,0,1,0,1",Indie
264,LEGO Star Wars - The Complete Saga,4.0,4,465,468,329,5170,77,2322,Family,"0,0,1,1,0",Adventure
268,DOOM II,4.0,5,553,556,430,9955,83,2308,Shooter,"0,1,0,1,0",Shooter
272,ENSLAVED: Odyssey to the West Premium Edition,4.0,4,305,306,609,2991,70,2298,Adventure,"0,0,1,1,0",Adventure
277,STAR WARS - The Force Unleashed Ultimate Sith Edition,4.0,4,287,291,495,4400,65,2292,Action,"0,0,0,1,0",Strategy
282,Shank 2,4.0,4,225,226,556,3616,72,2266,Arcade,"0,0,1,1,0",Adventure
283,Dead Space 3,4.0,4,575,581,522,3252,77,2266,Shooter,"0,1,0,1,0",Shooter
291,Fable: The Lost Chapters,4.0,5,653,658,631,5966,83,2240,Adventure,"0,0,1,1,1",Adventure
294,Overlord: Raising Hell,4.0,4,160,160,636,5069,72,2230,RPG,"0,0,0,0,1",Strategy
300,Pyre,4.0,5,406,412,366,1621,84,2215,Adventure,"0,0,1,0,1",Indie
303,Bloodstained: Ritual of the Night,4.0,4,339,346,610,928,81,2205,Adventure,"0,0,1,1,0",Adventure
304,Dungeon of the Endless,4.0,4,217,218,422,2623,79,2204,Indie,"0,0,1,0,1",Indie
306,Ashes of the Singularity: Escalation,2.0,1,43,43,502,1879,81,2198,Strategy,"0,0,0,0,1",Strategy
308,Dark Souls II,4.0,4,560,563,596,2853,91,2194,Action,"0,0,0,1,1",Action
309,Resident Evil: Village,4.0,5,308,323,869,239,83,2191,Adventure,"0,0,1,1,0",Adventure
312,Wasteland 2: Director's Cut,4.0,4,269,273,579,2272,87,2171,Indie,"0,0,1,0,1",Shooter
313,Natural Selection 2,3.0,4,163,163,686,3350,80,2171,Strategy,"0,0,0,1,0",Indie
316,Kingdom: New Lands,4.0,4,288,290,447,2264,80,2155,Casual,"0,0,0,0,0",Strategy
317,Giana Sisters: Twisted Dreams,3.0,3,150,150,511,3358,77,2150,Adventure,"0,0,1,1,0",Adventure
318,Need for Speed: Most Wanted - A Criterion Game,3.0,4,465,468,371,3350,82,2145,Racing,"1,0,1,1,0",Indie
319,Mafia: Definitive Edition,4.0,4,436,447,413,463,78,2140,Adventure,"0,0,1,1,0",Adventure
320,Call of Duty: Infinite Warfare,4.0,4,419,423,491,1884,73,2140,Shooter,"0,1,0,1,0",Shooter
321,LEGO Batman,4.0,4,335,336,353,4848,80,2140,Adventure,"0,0,1,1,0",Adventure
322,Golf With Your Friends,4.0,4,233,234,324,2164,69,2139,Casual,"0,0,0,0,0",Casual
324,Two Worlds II,3.0,3,202,203,687,4071,76,2137,RPG,"0,0,0,0,1",Strategy
326,A Hat in Time,4.0,5,407,419,380,1549,77,2132,Platformer,"0,0,0,1,0",Indie
327,Little Inferno,4.0,4,285,289,328,3332,68,2129,Adventure,"0,0,1,0,0",Indie
337,Resident Evil 0 / biohazard 0 HD REMASTER,4.0,4,306,308,582,2174,69,2112,Adventure,"0,0,1,1,0",Adventure
341,Risk of Rain 2,4.0,4,394,401,429,1010,85,2095,Shooter,"0,1,0,1,0",Shooter
342,Mafia: The City of Lost Heaven,4.0,5,915,924,439,7066,88,2095,Adventure,"0,0,1,1,0",Adventure
351,Defiance,2.0,1,185,185,714,3196,64,2063,Shooter,"0,1,0,1,1",Shooter
352,Crossout,3.0,3,351,352,438,1677,68,2060,Racing,"1,0,0,1,0",Racing
353,POSTAL,3.0,3,164,165,548,8814,56,2060,Indie,"0,0,0,1,0",Action
356,Dungeon Siege 3,3.0,3,189,189,650,3868,72,2039,Action,"0,0,0,1,1",Action
361,Everybody's Gone to the Rapture,3.0,3,434,437,418,2335,76,2021,Casual,"0,0,1,0,0",Indie
367,Mutant Year Zero: Road to Eden,4.0,4,388,394,475,1125,78,2015,Strategy,"0,0,1,0,1",Indie
368,Apotheon,3.0,4,286,286,356,2525,78,2009,Indie,"0,0,1,1,1",Indie
372,Lovers in a Dangerous Spacetime,4.0,4,335,338,357,2307,80,2006,Shooter,"0,1,0,1,0",Shooter
375,The Tiny Bang Story,3.0,4,188,190,390,3908,63,1998,Adventure,"0,0,1,0,0",Indie
376,Shadowrun: Hong Kong - Extended Edition,4.0,4,184,185,605,2326,81,1997,Indie,"0,0,1,0,1",Indie
378,Graveyard Keeper,4.0,4,291,294,223,1236,68,1986,Indie,"0,0,1,0,1",Indie
383,The Sims 3,4.0,4,568,570,535,4596,86,1970,Casual,"0,0,0,0,0",Strategy
384,Need for Speed Heat,3.0,3,293,296,190,785,73,1968,Racing,"1,0,0,0,0",Racing
386,Reus,3.0,3,186,188,291,3153,75,1958,Strategy,"0,0,0,0,0",Strategy
389,Baldur's Gate: Enhanced Edition,4.0,4,224,227,534,3321,78,1956,Strategy,"0,0,0,0,1",Strategy
390,Kentucky Route Zero,4.0,5,222,227,154,704,81,1956,Indie,"0,0,1,0,0",Indie
392,Marvel’s Avengers,3.0,1,215,218,539,484,68,1955,Adventure,"0,0,1,1,1",Adventure
393,Prince of Persia: The Two Thrones,4.0,4,511,511,634,5875,85,1953,Adventure,"0,0,1,1,0",Adventure
394,Lucius,3.0,3,179,180,351,3355,59,1950,Indie,"0,0,1,1,0",Indie
402,Aliens vs. Predator,4.0,4,334,338,666,4337,68,1932,Shooter,"0,1,0,1,0",Shooter
404,Rebel Galaxy,3.0,3,182,184,499,2266,72,1930,Adventure,"0,0,1,1,1",Adventure
418,Kathy Rain,3.0,4,119,120,355,2067,77,1908,Indie,"0,0,1,0,0",Indie
422,Warface: Ice Breaker,2.0,3,114,114,314,2741,62,1899,Massively Multiplayer,"0,0,0,1,0",Indie
423,"Warhammer 40,000: Dawn of War II Chaos Rising",4.0,4,186,187,636,4314,85,1897,Strategy,"0,0,0,0,1",Strategy
426,Crysis Warhead,4.0,4,313,313,587,4855,84,1881,Shooter,"0,1,0,1,0",Shooter
429,Beyond Divinity,3.0,4,143,145,600,6459,73,1877,Action,"0,0,0,1,1",Action
430,Octodad: Dadliest Catch,4.0,4,273,275,325,2894,69,1876,Adventure,"0,0,1,1,0",Indie
432,Tiny and Big: Grandpa's Leftovers,3.0,3,125,125,422,3484,75,1867,Adventure,"0,0,1,1,0",Adventure
433,Mini Metro,4.0,4,357,361,138,2249,77,1864,Strategy,"0,0,0,0,0",Casual
434,Banished,4.0,4,251,253,525,2875,73,1863,Strategy,"0,0,0,0,0",Strategy
435,The Crew,3.0,3,354,356,528,2588,71,1863,Racing,"1,0,1,0,0",Shooter
441,Deus Ex: Mankind Divided,4.0,4,1602,1618,621,1958,83,8009,Action,"0,0,0,1,1",Action
442,Hotline Miami,4.0,5,2000,2015,309,3358,85,8003,Indie,"0,1,0,1,0",Shooter
447,Amnesia: The Dark Descent,4.0,4,957,967,424,4134,85,7771,Indie,"0,0,1,1,0",Adventure
452,L.A. Noire,4.0,4,1651,1666,444,3882,83,7544,Adventure,"0,0,1,1,0",Adventure
453,Super Meat Boy,4.0,4,1441,1451,275,4091,87,7541,Platformer,"0,0,0,0,0",Indie
457,Little Nightmares,4.0,4,948,966,344,1710,81,7414,Platformer,"0,0,0,1,0",Action
458,Mass Effect 2,4.0,5,2367,2385,588,4358,94,7335,Action,"0,0,0,1,1",Action
459,Half-Life,4.0,5,1705,1717,470,8444,96,7305,Shooter,"0,1,0,1,0",Shooter
463,Hitman: Absolution,4.0,4,1240,1248,600,3330,79,7225,Shooter,"0,1,0,1,0",Shooter
473,Mass Effect,4.0,5,2072,2092,517,5160,89,6958,Action,"0,0,0,1,1",Action
475,Fallout: New Vegas,4.0,5,1881,1892,588,4092,84,6940,Shooter,"0,1,1,1,1",Shooter
476,Bastion,4.0,4,1390,1406,536,3818,86,6906,Indie,"0,0,1,1,1",Adventure
481,ASTRONEER,4.0,4,346,348,451,1060,72,1841,Indie,"0,0,1,0,0",Indie
483,DRAGON BALL FighterZ,4.0,4,355,368,449,1437,86,1839,Action,"0,0,0,1,0",Strategy
485,Sang-Froid - Tales of Werewolves,2.0,1,91,92,521,3193,79,1836,Adventure,"0,0,1,1,1",Adventure
491,Yooka-Laylee,3.0,3,206,207,505,1737,73,1818,Indie,"0,0,1,1,0",Adventure
493,Deep Rock Galactic,4.0,4,246,252,529,1403,84,1815,Indie,"0,0,0,1,0",Action
494,Ghostrunner,4.0,4,227,234,397,431,77,1813,Action,"0,0,0,1,0",Strategy
495,Deadpool,4.0,4,394,401,692,3112,63,1811,Adventure,"0,0,1,1,0",Adventure
496,The Dark Pictures Anthology: Man of Medan,4.0,4,415,427,471,855,71,1810,Adventure,"0,0,1,0,0",Adventure
498,Teslagrad,3.0,4,183,184,417,2942,77,1803,Adventure,"0,0,1,1,0",Adventure
499,Jamestown: Legend of the Lost Colony,3.0,4,126,128,447,3860,81,1800,Indie,"0,0,0,1,0",Strategy
500,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,4.0,4,173,174,446,3232,85,1798,Adventure,"0,0,1,1,0",Adventure
501,Penumbra Overture,4.0,4,177,177,374,5391,73,1793,Indie,"0,0,1,1,0",Adventure
503,Faeria,3.0,4,179,181,453,1760,80,1785,Card,"0,0,0,0,0",Strategy
506,Lethal League,4.0,4,151,151,414,2684,82,1782,Indie,"0,0,0,1,0",Indie
516,Realm of the Mad God,3.0,4,175,177,361,3603,82,1768,Indie,"0,0,0,1,1",Indie
517,Prototype 2,4.0,4,362,363,634,3539,76,1767,Adventure,"0,0,1,1,0",Adventure
519,LEGO Batman 3: Beyond Gotham,4.0,4,155,157,499,2609,74,1764,Family,"0,0,1,1,0",Indie
523,Goodbye Deponia,4.0,4,203,204,467,3000,80,1754,Adventure,"0,0,1,0,1",Indie
524,Stronghold HD,4.0,4,257,259,496,7377,81,1753,Strategy,"0,0,0,0,0",Strategy
528,Lara Croft GO,4.0,4,229,230,331,2319,84,1740,Strategy,"0,0,1,0,0",Indie
531,Nuclear Throne,4.0,4,236,237,377,2220,88,1736,Shooter,"0,1,0,1,1",Indie
532,Zeno Clash,4.0,4,180,181,641,4638,77,1736,Indie,"0,1,1,1,0",Shooter
534,The Council,4.0,4,242,249,489,1391,76,1730,Adventure,"0,0,1,1,1",Adventure
537,Divide By Sheep,2.0,1,122,122,212,2375,83,1725,Educational,"0,0,1,0,0",Indie
538,Pathfinder: Kingmaker,4.0,4,200,204,576,1194,73,1720,RPG,"0,0,0,0,1",Strategy
548,Legacy of Kain: Soul Reaver,4.0,4,191,192,527,8174,91,1697,Platformer,"0,0,1,1,0",Adventure
555,"Warhammer 40,000: Dawn of War - Dark Crusade",4.0,4,228,228,624,5563,87,1685,Strategy,"0,0,0,0,0",Strategy
562,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,4.0,4,339,346,488,2158,80,1669,Fighting,"0,0,0,0,0",Strategy
566,King's Bounty: Armored Princess,4.0,4,190,191,599,4649,82,1661,Strategy,"0,0,0,0,1",Strategy
569,Total War: WARHAMMER,4.0,4,232,234,624,2048,86,1659,Strategy,"0,0,0,0,1",Strategy
570,Tower of Guns,2.0,1,117,117,612,2861,76,1658,Shooter,"0,1,0,1,0",Shooter
571,Edna & Harvey: Harvey's New Eyes,3.0,4,112,112,474,3781,75,1657,Indie,"0,0,1,0,1",Indie
572,Final Fantasy IX,4.0,5,449,454,501,7848,84,1654,Adventure,"0,0,1,0,1",Shooter
573,It Takes Two,4.0,5,302,312,845,281,88,1651,Platformer,"0,0,1,1,0",Adventure
580,Red Faction,4.0,4,213,213,434,7550,78,1641,Shooter,"0,1,0,1,0",Shooter
583,Commandos 3: Destination Berlin,4.0,4,139,139,658,6654,72,1635,Action,"0,0,0,1,0",Action
584,Wreckfest,4.0,4,212,214,328,1297,79,1630,Racing,"1,0,0,1,0",Racing
592,Tom Clancy's Splinter Cell Chaos Theory,4.0,5,352,352,422,6130,92,1622,Adventure,"0,0,1,1,0",Adventure
600,Worms W.M.D,4.0,4,190,193,497,1958,79,1612,Strategy,"0,0,0,1,0",Action
602,Worms Ultimate Mayhem,4.0,4,155,155,289,3758,66,1608,Strategy,"0,0,0,1,0",Indie
603,Command & Conquer: Red Alert 3,4.0,4,264,266,560,5114,82,1605,Strategy,"0,0,0,0,0",Strategy
604,Nosferatu: The Wrath of Malachi,3.0,4,116,116,450,2858,70,1603,Shooter,"0,1,1,1,0",Shooter
608,Cities in Motion 2,3.0,3,79,80,398,3196,72,1594,Strategy,"0,0,0,0,0",Strategy
622,Wizard of Legend,4.0,4,178,181,259,1327,77,1577,Indie,"0,0,1,1,0",Indie
624,Armello,4.0,4,171,174,478,2314,75,1576,Adventure,"0,0,1,0,1",Indie
627,Sonic Forces,3.0,3,251,257,548,1516,58,1573,Platformer,"0,0,1,1,0",Adventure
628,Multiwinia,2.0,1,74,74,443,4853,76,1572,Strategy,"0,0,0,0,0",Strategy
640,Capsized,3.0,3,94,94,427,3901,80,1556,Indie,"0,0,1,1,0",Adventure
643,Rochard,3.0,3,113,113,480,3700,81,1546,Casual,"0,0,0,1,0",Indie
645,Rusty Lake Hotel,4.0,4,100,101,202,2210,65,1544,Indie,"0,0,1,0,0",Indie
647,Dishonored Definitive Edition,4.0,5,379,385,424,2321,78,1541,Adventure,"0,0,1,1,0",Indie
652,Shadowgrounds Survivor,3.0,3,65,65,592,5163,79,1530,Shooter,"0,1,0,1,0",Shooter
654,Bionic Commando: Rearmed,3.0,4,101,101,367,4888,86,1528,Arcade,"0,0,1,1,0",Adventure
655,UNO,4.0,4,195,196,186,1850,66,1524,Casual,"0,0,0,0,0",Casual
659,Need For Speed Undercover,3.0,3,366,368,373,4793,65,1521,Racing,"1,0,0,1,0",Racing
662,Cthulhu Saves the World,3.0,4,71,72,263,3825,78,1517,Indie,"0,0,1,0,1",Indie
664,The Elder Scrolls: Legends,3.0,3,231,232,414,1746,82,1516,Card,"0,0,0,0,0",Strategy
668,Minit,4.0,4,246,254,57,1370,78,1512,Indie,"0,0,1,0,1",Indie
669,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition Double Pack",2.0,1,62,62,205,4512,84,1512,Indie,"0,0,1,0,0",Adventure
671,Battle Chasers: Nightwar,4.0,4,194,195,506,1551,79,1509,Strategy,"0,0,0,0,1",Strategy
673,I Am Alive,3.0,4,272,273,616,3587,66,1497,Adventure,"0,0,1,1,0",Adventure
678,Homefront: The Revolution,3.0,3,266,266,659,2055,54,1489,Shooter,"0,1,1,1,0",Shooter
680,Batman: The Telltale Series,4.0,4,291,296,471,1978,79,1488,Adventure,"0,0,1,0,0",Indie
688,Poly Bridge,4.0,4,151,151,291,1999,73,1481,Indie,"0,0,0,0,0",Strategy
689,Outriders,3.0,3,139,147,1026,275,73,1480,Shooter,"0,1,1,1,1",Shooter
690,The Vanishing of Ethan Carter Redux,4.0,4,31,31,319,2362,80,1476,Indie,"0,0,1,0,0",Indie
693,Mega Man Legacy Collection / ロックマン クラシックス コレクション,4.0,4,139,141,273,2322,85,1475,Arcade,"0,0,0,1,0",Indie
696,A Bird Story,4.0,4,205,209,390,2614,66,1469,Indie,"0,0,1,1,1",Indie
707,STAR WARS Starfighter,3.0,3,77,78,277,7622,71,1448,Shooter,"0,1,0,1,0",Shooter
711,The Bard's Tale,4.0,4,125,126,532,6276,70,1445,Adventure,"0,0,1,1,1",Adventure
714,Skulls of the Shogun,3.0,3,116,116,615,3258,72,1440,Strategy,"0,0,0,1,0",Indie
715,A Virus Named TOM,2.0,3,64,64,296,3440,65,1440,Action,"0,0,0,1,0",Indie
716,Toki Tori,3.0,3,100,100,313,4961,80,1440,Casual,"0,0,0,0,0",Strategy
719,ArcaniA,2.0,3,157,158,602,4100,63,1433,Action,"0,0,0,1,1",Action
720,Hellpoint,3.0,3,21,23,474,520,61,1431,Indie,"0,0,1,1,1",Indie
721,Lead and Gold: Gangs of the Wild West,2.0,3,107,107,586,4286,70,1430,Action,"0,0,0,1,0",Indie
728,World of Tanks Blitz,3.0,3,172,175,785,2744,76,1417,Shooter,"0,1,1,1,0",Shooter
729,Anomaly 2,3.0,4,51,51,616,3154,77,1413,Strategy,"0,0,0,1,0",Strategy
738,Duck Game,4.0,4,227,228,362,2403,82,1394,Indie,"0,0,0,1,0",Indie
740,LEGO Harry Potter: Years 5-7,4.0,4,196,196,618,3704,80,1392,Family,"0,0,1,1,0",Adventure
742,Late Shift,4.0,4,249,252,490,1720,80,1390,Indie,"0,0,1,0,0",Indie
744,Vessel,3.0,3,78,78,522,3593,81,1382,Strategy,"0,0,0,1,0",Action
748,Castlevania: Lords of Shadow 2,4.0,4,200,201,665,2871,58,1363,Adventure,"0,0,1,1,0",Adventure
750,DiRT 5,3.0,4,97,98,597,421,79,1361,Racing,"1,0,0,0,0",Racing
755,Tesla Effect: A Tex Murphy Adventure,3.0,3,55,55,475,2811,68,1357,Indie,"0,0,1,0,0",Indie
756,The Incredible Adventures of Van Helsing: Final Cut,4.0,4,109,109,694,2249,79,1356,Indie,"0,0,1,1,1",Indie
758,Edge,4.0,4,120,122,139,4749,74,1354,Adventure,"0,0,1,1,0",Adventure
762,Alien Breed 2: Assault,3.0,3,49,50,676,4119,63,1349,Shooter,"0,1,0,1,0",Shooter
764,Carrion,4.0,4,265,274,321,527,76,1347,Indie,"0,0,1,1,0",Indie
765,ClusterTruck,4.0,4,235,241,204,1923,76,1347,Indie,"0,0,0,1,0",Indie
770,Hard Reset Redux,3.0,3,94,94,629,2039,73,1343,Adventure,"0,0,1,1,0",Adventure
772,The Showdown Effect,3.0,3,82,82,559,3224,67,1339,Action,"0,0,0,1,0",Action
773,HOARD,3.0,3,82,82,408,4078,65,1338,Action,"0,0,0,1,0",Action
774,Pressure,2.0,1,73,73,613,3203,64,1336,Casual,"1,0,0,1,0",Shooter
776,FINAL FANTASY XV WINDOWS EDITION,4.0,4,244,250,269,1397,81,1336,RPG,"0,0,0,0,1",RPG
781,Serious Sam Double D XXL,3.0,3,76,76,522,3777,67,1322,Shooter,"0,1,0,1,0",Shooter
782,The Medium,4.0,4,203,213,510,338,74,1322,Adventure,"0,0,1,1,0",Adventure
783,Sine Mora,3.0,4,117,118,451,3573,77,1321,Shooter,"0,1,0,1,0",Shooter
787,Castlevania: Lords of Shadow,4.0,4,268,270,589,4106,84,1313,Adventure,"0,0,1,1,0",Adventure
789,Singularity,4.0,4,310,312,631,4242,76,1307,Shooter,"0,1,0,1,0",Shooter
